location,dataset-date,day,open_morning,close_lunchtime,open_lunchtime,close_evening,
Jesmond Library,2006-10,Friday,09:00,,,17:00,
Jesmond Library,2006-10,Saturday,09:00,,,17:00,
Jesmond Library,2006-10,Sunday,17:00,17:00,17:00,17:00,
Kenton Library,2006-10,Monday,09:00,,,20:00,
Kenton Library,2006-10,Tuesday,09:00,,,17:00,
Kenton Library,2006-10,Wednesday,09:00,,,17:00,
Kenton Library,2006-10,Thursday,09:00,,,20:00,
Kenton Library,2006-10,Friday,09:00,,,17:00,
Kenton Library,2006-10,Saturday,09:00,,,17:00,
Kenton Library,2006-10,Sunday,17:00,17:00,17:00,17:00,
Moorside Library,2006-10,Monday,17:00,17:00,17:00,17:00,
Moorside Library,2006-10,Tuesday,09:30,12:30,14:00,17:00,
Moorside Library,2006-10,Wednesday,17:00,17:00,17:00,17:00,
Moorside Library,2006-10,Thursday,,,14:00,19:00,
Moorside Library,2006-10,Friday,09:30,12:30,14:00,17:00,
Moorside Library,2006-10,Saturday,09:30,12:30,17:00,17:00,
Moorside Library,2006-10,Sunday,17:00,17:00,17:00,17:00,
Newbiggin Hall Library,2006-10,Monday,09:30,12:30,13:30,20:00,
Newbiggin Hall Library,2006-10,Tuesday,09:30,12:30,13:30,17:00,
Newbiggin Hall Library,2006-10,Wednesday,17:00,17:00,17:00,17:00,
Newbiggin Hall Library,2006-10,Thursday,09:30,12:30,13:30,20:00,
Newbiggin Hall Library,2006-10,Friday,09:30,12:30,13:30,17:00,
Newbiggin Hall Library,2006-10,Saturday,09:00,13:00,14:15,17:00,
Newbiggin Hall Library,2006-10,Sunday,,,,,
Newburn Library,2006-10,Monday,09:30,12:30,13:30,20:00,
Newburn Library,2006-10,Tuesday,09:30,12:30,13:30,17:00,
Newburn Library,2006-10,Wednesday,17:00,17:00,17:00,17:00,
Newburn Library,2006-10,Thursday,09:30,12:30,13:30,20:00,
Newburn Library,2006-10,Friday,09:30,12:30,13:30,17:00,
Newburn Library,2006-10,Saturday,09:00,13:00,14:15,17:00,
Newburn Library,2006-10,Sunday,17:00,17:00,17:00,17:00,
Outer West Library,2006-10,Monday,09:00,,,20:00,
Outer West Library,2006-10,Tuesday,09:00,,,17:00,
Outer West Library,2006-10,Wednesday,09:00,,,17:00,
Outer West Library,2006-10,Thursday,09:00,,,20:00,
Outer West Library,2006-10,Friday,09:00,,,17:00,
Outer West Library,2006-10,Saturday,09:00,,,17:00,
Outer West Library,2006-10,Sunday,10:00,14:00,17:00,17:00,
Walker Library,2006-10,Monday,09:00,,,20:00,
Walker Library,2006-10,Tuesday,09:00,,,17:00,
Walker Library,2006-10,Wednesday,17:00,17:00,17:00,17:00,
Walker Library,2006-10,Thursday,09:00,,,20:00,
Walker Library,2006-10,Friday,09:00,,,17:00,
Walker Library,2006-10,Saturday,09:00,,,17:00,
Walker Library,2006-10,Sunday,17:00,17:00,17:00,17:00,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
,,Tuesday,,,,,
,,Wednesday,,,,,
,,Thursday,,,,,
,,Friday,,,,,
,,Saturday,,,,,
,,Sunday,,,,,
,,Monday,,,,,
