venue,dataset_date_key,day,open_morning,close_lunchtime,open_lunchtime,close_evening,notes
Fenham Library,14/11/2016,Saturday,10:00,14:00,,,
Fenham Library,14/11/2016,Sunday,,,,,
Gosforth Library,14/11/2016,Monday,,,,,
Gosforth Library,14/11/2016,Tuesday,10:00,,,18:00,
Gosforth Library,14/11/2016,Wednesday,10:00,14:00,,,
Gosforth Library,14/11/2016,Thursday,,,,,
Gosforth Library,14/11/2016,Friday,10:00,,,17:00,
Gosforth Library,14/11/2016,Saturday,10:00,14:00,,,
Gosforth Library,14/11/2016,Sunday,,,,,
High Heaton Library,14/11/2016,Monday,,,13:00,17:00,
High Heaton Library,14/11/2016,Tuesday,10:00,13:30,,,
High Heaton Library,14/11/2016,Wednesday,,,,,
High Heaton Library,14/11/2016,Thursday,,,13:00,17:00,
High Heaton Library,14/11/2016,Friday,10:00,13:30,,,
High Heaton Library,14/11/2016,Saturday,10:00,13:00,,,
High Heaton Library,14/11/2016,Sunday,,,,,
Kenton Library,14/11/2016,Monday,,,,,
Kenton Library,14/11/2016,Tuesday,10:00,14:00,,,
Kenton Library,14/11/2016,Wednesday,,,,,
Kenton Library,14/11/2016,Thursday,10:00,,,18:00,
Kenton Library,14/11/2016,Friday,10:00,,,17:00,
Kenton Library,14/11/2016,Saturday,10:00,14:00,,,
Kenton Library,14/11/2016,Sunday,,,,,
Newburn Library,14/11/2016,Monday,10:00,14:00,,,
Newburn Library,14/11/2016,Tuesday,10:00,12:30,13:00,17:00,
Newburn Library,14/11/2016,Wednesday,,,,,
Newburn Library,14/11/2016,Thursday,,,,,
Newburn Library,14/11/2016,Friday,,,13:00,17:00,
Newburn Library,14/11/2016,Saturday,10:00,14:00,,,
Newburn Library,14/11/2016,Sunday,,,,,
Outer West Library,14/11/2016,Monday,,,,,
Outer West Library,14/11/2016,Tuesday,10:00,14:00,,,
Outer West Library,14/11/2016,Wednesday,,,,,
Outer West Library,14/11/2016,Thursday,10:00,,,18:00,
Outer West Library,14/11/2016,Friday,10:00,,,17:00,
Outer West Library,14/11/2016,Saturday,10:00,14:00,,,
Outer West Library,14/11/2016,Sunday,,,,,
Walker Library,14/11/2016,Monday,10:00,,,17:00,
Walker Library,14/11/2016,Tuesday,,,,,
Walker Library,14/11/2016,Wednesday,10:00,14:00,,,
Walker Library,14/11/2016,Thursday,10:00,,,18:00,
Walker Library,14/11/2016,Friday,,,,,
Walker Library,14/11/2016,Saturday,10:00,14:00,,,
Walker Library,14/11/2016,Sunday,,,,,
West End Library,14/11/2016,Monday,10:00,,,18:00,
West End Library,14/11/2016,Tuesday,,,,,
West End Library,14/11/2016,Wednesday,10:00,14:00,,,
West End Library,14/11/2016,Thursday,,,,,
West End Library,14/11/2016,Friday,10:00,,,17:00,
West End Library,14/11/2016,Saturday,10:00,,,,
West End Library,14/11/2016,Sunday,,,,,
Blakelaw Library,03/04/2017,Monday,,,14:00,17:30,
Blakelaw Library,03/04/2017,Tuesday,,,13:00,17:00,
Blakelaw Library,03/04/2017,Wednesday,,,14:00,17:30,
Blakelaw Library,03/04/2017,Thursday,,,,,
Blakelaw Library,03/04/2017,Friday,,,13:00,17:00,
Blakelaw Library,03/04/2017,Saturday,,,,,
Blakelaw Library,03/04/2017,Sunday,,,,,
City Library,03/04/2017,Monday,10:00,,,19:00,
City Library,03/04/2017,Tuesday,10:00,,,19:00,
City Library,03/04/2017,Wednesday,10:00,,,19:00,
City Library,03/04/2017,Thursday,10:00,,,19:00,
City Library,03/04/2017,Friday,10:00,,,17:00,
City Library,03/04/2017,Saturday,10:00,,,16:00,
City Library,03/04/2017,Sunday,11:00,,,16:00,
Cruddas Park Library,03/04/2017,Monday,10:00,12:30,13:30,16:30,
Cruddas Park Library,03/04/2017,Tuesday,10:00,12:30,13:30,16:30,
Cruddas Park Library,03/04/2017,Wednesday,,,,,
Cruddas Park Library,03/04/2017,Thursday,10:00,12:30,13:30,16:30,
Cruddas Park Library,03/04/2017,Friday,10:00,12:30,13:30,16:30,
Cruddas Park Library,03/04/2017,Saturday,10:00,14:00,,,
Cruddas Park Library,03/04/2017,Sunday,,,,,
Denton Burn Library,03/04/2017,Monday,10:00,13:00,13:30,17:30,
Denton Burn Library,03/04/2017,Tuesday,,,,,
Denton Burn Library,03/04/2017,Wednesday,,,,,
Denton Burn Library,03/04/2017,Thursday,10:00,13:00,13:30,17:30,
Denton Burn Library,03/04/2017,Friday,,,,,
Denton Burn Library,03/04/2017,Saturday,10:00,14:00,,,
Denton Burn Library,03/04/2017,Sunday,,,,,
East End Library,03/04/2017,Monday,10:00,,,18:00,
East End Library,03/04/2017,Tuesday,,,,,
East End Library,03/04/2017,Wednesday,,,,,
East End Library,03/04/2017,Thursday,10:00,14:00,,,
East End Library,03/04/2017,Friday,10:00,,,17:00,
East End Library,03/04/2017,Saturday,10:00,14:00,,,
East End Library,03/04/2017,Sunday,,,,,
Fenham Library,03/04/2017,Monday,,,,,
Fenham Library,03/04/2017,Tuesday,,,,,
Fenham Library,03/04/2017,Wednesday,10:00,14:00,,,
Fenham Library,03/04/2017,Thursday,10:00,12:30,13:00,16:30,
Fenham Library,03/04/2017,Friday,,,13:00,16:30,
Fenham Library,03/04/2017,Saturday,10:00,14:00,,,
Fenham Library,03/04/2017,Sunday,,,,,
Gosforth Library,03/04/2017,Monday,,,,,
Gosforth Library,03/04/2017,Tuesday,10:00,,,18:00,
Gosforth Library,03/04/2017,Wednesday,10:00,14:00,,,
Gosforth Library,03/04/2017,Thursday,,,,,
Gosforth Library,03/04/2017,Friday,10:00,,,17:00,
Gosforth Library,03/04/2017,Saturday,10:00,14:00,,,
Gosforth Library,03/04/2017,Sunday,,,,,
High Heaton Library,03/04/2017,Monday,,,13:00,17:00,
High Heaton Library,03/04/2017,Tuesday,10:00,13:30,,,
High Heaton Library,03/04/2017,Wednesday,,,,,
High Heaton Library,03/04/2017,Thursday,,,13:00,17:00,
High Heaton Library,03/04/2017,Friday,10:00,13:30,,,
High Heaton Library,03/04/2017,Saturday,10:00,13:00,,,
High Heaton Library,03/04/2017,Sunday,,,,,
Kenton Library,03/04/2017,Monday,,,,,
Kenton Library,03/04/2017,Tuesday,10:00,14:00,,,
Kenton Library,03/04/2017,Wednesday,,,,,
Kenton Library,03/04/2017,Thursday,10:00,,,18:00,
Kenton Library,03/04/2017,Friday,10:00,,,17:00,
Kenton Library,03/04/2017,Saturday,10:00,14:00,,,
Kenton Library,03/04/2017,Sunday,,,,,
Newburn Library,03/04/2017,Monday,10:00,14:00,,,
Newburn Library,03/04/2017,Tuesday,10:00,12:30,13:00,17:00,
Newburn Library,03/04/2017,Wednesday,,,,,
Newburn Library,03/04/2017,Thursday,,,,,
Newburn Library,03/04/2017,Friday,,,13:00,17:00,
Newburn Library,03/04/2017,Saturday,10:00,14:00,,,
Newburn Library,03/04/2017,Sunday,,,,,
Outer West Library,03/04/2017,Monday,,,,,
Outer West Library,03/04/2017,Tuesday,10:00,14:00,,,
Outer West Library,03/04/2017,Wednesday,,,,,
Outer West Library,03/04/2017,Thursday,10:00,,,18:00,
Outer West Library,03/04/2017,Friday,10:00,,,17:00,
Outer West Library,03/04/2017,Saturday,10:00,14:00,,,
Outer West Library,03/04/2017,Sunday,,,,,
Walker Library,03/04/2017,Monday,10:00,,,17:00,
Walker Library,03/04/2017,Tuesday,,,,,
Walker Library,03/04/2017,Wednesday,10:00,14:00,,,
Walker Library,03/04/2017,Thursday,10:00,,,18:00,
Walker Library,03/04/2017,Friday,,,,,
Walker Library,03/04/2017,Saturday,10:00,14:00,,,
Walker Library,03/04/2017,Sunday,,,,,
West End Library,03/04/2017,Monday,10:00,,,18:00,
West End Library,03/04/2017,Tuesday,,,,,
West End Library,03/04/2017,Wednesday,10:00,14:00,,,
West End Library,03/04/2017,Thursday,,,,,
West End Library,03/04/2017,Friday,10:00,,,17:00,
West End Library,03/04/2017,Saturday,10:00,,,,
West End Library,03/04/2017,Sunday,,,,,
Blakelaw Library,06/11/2017,Monday,,,13:15,17:00,
Blakelaw Library,06/11/2017,Tuesday,,,13:15,17:00,
Blakelaw Library,06/11/2017,Wednesday,,,13:15,17:00,
Blakelaw Library,06/11/2017,Thursday,,,,,
Blakelaw Library,06/11/2017,Friday,,,13:15,17:00,
Blakelaw Library,06/11/2017,Saturday,,,,,
Blakelaw Library,06/11/2017,Sunday,,,,,
City Library,06/11/2017,Monday,10:00,,,19:00,
City Library,06/11/2017,Tuesday,10:00,,,19:00,
City Library,06/11/2017,Wednesday,10:00,,,19:00,
City Library,06/11/2017,Thursday,10:00,,,19:00,
City Library,06/11/2017,Friday,10:00,,,17:00,
City Library,06/11/2017,Saturday,10:00,,,16:00,
City Library,06/11/2017,Sunday,11:00,,,16:00,
Cruddas Park Library,06/11/2017,Monday,10:00,12:30,13:30,16:30,
Cruddas Park Library,06/11/2017,Tuesday,10:00,12:30,13:30,16:30,
Cruddas Park Library,06/11/2017,Wednesday,,,,,
Cruddas Park Library,06/11/2017,Thursday,10:00,12:30,13:30,16:30,
Cruddas Park Library,06/11/2017,Friday,10:00,12:30,13:30,16:30,
Cruddas Park Library,06/11/2017,Saturday,10:00,14:00,,,
Cruddas Park Library,06/11/2017,Sunday,,,,,
Denton Burn Library,06/11/2017,Monday,10:00,13:00,13:30,17:30,
Denton Burn Library,06/11/2017,Tuesday,,,,,
Denton Burn Library,06/11/2017,Wednesday,,,,,
Denton Burn Library,06/11/2017,Thursday,10:00,13:00,13:30,17:30,
Denton Burn Library,06/11/2017,Friday,,,,,
Denton Burn Library,06/11/2017,Saturday,10:00,14:00,,,
Denton Burn Library,06/11/2017,Sunday,,,,,
East End Library,06/11/2017,Monday,10:00,,,18:00,
East End Library,06/11/2017,Tuesday,,,,,
East End Library,06/11/2017,Wednesday,,,,,
East End Library,06/11/2017,Thursday,10:00,14:00,,,
East End Library,06/11/2017,Friday,10:00,,,17:00,
East End Library,06/11/2017,Saturday,10:00,14:00,,,
East End Library,06/11/2017,Sunday,,,,,
Fenham Library,06/11/2017,Monday,,,,,
Fenham Library,06/11/2017,Tuesday,,,,,
Fenham Library,06/11/2017,Wednesday,10:00,14:00,,,
Fenham Library,06/11/2017,Thursday,10:00,12:30,13:00,16:30,
Fenham Library,06/11/2017,Friday,,,13:00,16:30,
Fenham Library,06/11/2017,Saturday,10:00,14:00,,,
Fenham Library,06/11/2017,Sunday,,,,,
Gosforth Library,06/11/2017,Monday,,,,,
Gosforth Library,06/11/2017,Tuesday,10:00,,,18:00,
Gosforth Library,06/11/2017,Wednesday,10:00,14:00,,,
Gosforth Library,06/11/2017,Thursday,,,,,
Gosforth Library,06/11/2017,Friday,10:00,,,17:00,
Gosforth Library,06/11/2017,Saturday,10:00,14:00,,,
Gosforth Library,06/11/2017,Sunday,,,,,
High Heaton Library,06/11/2017,Monday,,,13:00,17:00,
High Heaton Library,06/11/2017,Tuesday,10:00,13:30,,,
High Heaton Library,06/11/2017,Wednesday,,,,,
High Heaton Library,06/11/2017,Thursday,,,13:00,17:00,
High Heaton Library,06/11/2017,Friday,10:00,13:30,,,
High Heaton Library,06/11/2017,Saturday,10:00,13:00,,,
High Heaton Library,06/11/2017,Sunday,,,,,
Kenton Library,06/11/2017,Monday,,,,,
Kenton Library,06/11/2017,Tuesday,10:00,14:00,,,
Kenton Library,06/11/2017,Wednesday,,,,,
Kenton Library,06/11/2017,Thursday,10:00,,,18:00,
Kenton Library,06/11/2017,Friday,10:00,,,17:00,
Kenton Library,06/11/2017,Saturday,10:00,14:00,,,
Kenton Library,06/11/2017,Sunday,,,,,
Newburn Library,06/11/2017,Monday,10:00,14:00,,,
Newburn Library,06/11/2017,Tuesday,10:00,12:30,13:00,17:00,
Newburn Library,06/11/2017,Wednesday,,,,,
Newburn Library,06/11/2017,Thursday,,,,,
Newburn Library,06/11/2017,Friday,,,13:00,17:00,
Newburn Library,06/11/2017,Saturday,10:00,14:00,,,
Newburn Library,06/11/2017,Sunday,,,,,
Outer West Library,06/11/2017,Monday,,,,,
Outer West Library,06/11/2017,Tuesday,10:00,14:00,,,
Outer West Library,06/11/2017,Wednesday,,,,,
Outer West Library,06/11/2017,Thursday,10:00,,,18:00,
Outer West Library,06/11/2017,Friday,10:00,,,17:00,
Outer West Library,06/11/2017,Saturday,10:00,14:00,,,
Outer West Library,06/11/2017,Sunday,,,,,
Walker Library,06/11/2017,Monday,10:00,,,17:00,
Walker Library,06/11/2017,Tuesday,,,,,
Walker Library,06/11/2017,Wednesday,10:00,14:00,,,
Walker Library,06/11/2017,Thursday,10:00,,,18:00,
Walker Library,06/11/2017,Friday,,,,,
Walker Library,06/11/2017,Saturday,10:00,14:00,,,
Walker Library,06/11/2017,Sunday,,,,,
West End Library,06/11/2017,Monday,10:00,,,18:00,
West End Library,06/11/2017,Tuesday,,,,,
West End Library,06/11/2017,Wednesday,10:00,14:00,,,
West End Library,06/11/2017,Thursday,,,,,
West End Library,06/11/2017,Friday,10:00,,,17:00,
West End Library,06/11/2017,Saturday,10:00,,,,
West End Library,06/11/2017,Sunday,,,,,
