venue,dataset_date_key,day,open_morning,close_lunchtime,open_lunchtime,close_evening,notes
Jesmond Library,2006-10,Saturday,09:00,,,17:00,
Jesmond Library,2006-10,Sunday,17:00,17:00,17:00,17:00,
Kenton Library,2006-10,Monday,09:00,,,20:00,
Kenton Library,2006-10,Tuesday,09:00,,,17:00,
Kenton Library,2006-10,Wednesday,09:00,,,17:00,
Kenton Library,2006-10,Thursday,09:00,,,20:00,
Kenton Library,2006-10,Friday,09:00,,,17:00,
Kenton Library,2006-10,Saturday,09:00,,,17:00,
Kenton Library,2006-10,Sunday,17:00,17:00,17:00,17:00,
Moorside Library,2006-10,Monday,17:00,17:00,17:00,17:00,
Moorside Library,2006-10,Tuesday,09:30,12:30,14:00,17:00,
Moorside Library,2006-10,Wednesday,17:00,17:00,17:00,17:00,
Moorside Library,2006-10,Thursday,,,14:00,19:00,
Moorside Library,2006-10,Friday,09:30,12:30,14:00,17:00,
Moorside Library,2006-10,Saturday,09:30,12:30,17:00,17:00,
Moorside Library,2006-10,Sunday,17:00,17:00,17:00,17:00,
Newbiggin Hall Library,2006-10,Monday,09:30,12:30,13:30,20:00,
Newbiggin Hall Library,2006-10,Tuesday,09:30,12:30,13:30,17:00,
Newbiggin Hall Library,2006-10,Wednesday,17:00,17:00,17:00,17:00,
Newbiggin Hall Library,2006-10,Thursday,09:30,12:30,13:30,20:00,
Newbiggin Hall Library,2006-10,Friday,09:30,12:30,13:30,17:00,
Newbiggin Hall Library,2006-10,Saturday,09:00,13:00,14:15,17:00,
Newbiggin Hall Library,2006-10,Sunday,,,,,
Newburn Library,2006-10,Monday,09:30,12:30,13:30,20:00,
Newburn Library,2006-10,Tuesday,09:30,12:30,13:30,17:00,
Newburn Library,2006-10,Wednesday,17:00,17:00,17:00,17:00,
Newburn Library,2006-10,Thursday,09:30,12:30,13:30,20:00,
Newburn Library,2006-10,Friday,09:30,12:30,13:30,17:00,
Newburn Library,2006-10,Saturday,09:00,13:00,14:15,17:00,
Newburn Library,2006-10,Sunday,17:00,17:00,17:00,17:00,
Outer West Library,2006-10,Monday,09:00,,,20:00,
Outer West Library,2006-10,Tuesday,09:00,,,17:00,
Outer West Library,2006-10,Wednesday,09:00,,,17:00,
Outer West Library,2006-10,Thursday,09:00,,,20:00,
Outer West Library,2006-10,Friday,09:00,,,17:00,
Outer West Library,2006-10,Saturday,09:00,,,17:00,
Outer West Library,2006-10,Sunday,10:00,14:00,17:00,17:00,
Walker Library,2006-10,Monday,09:00,,,20:00,
Walker Library,2006-10,Tuesday,09:00,,,17:00,
Walker Library,2006-10,Wednesday,17:00,17:00,17:00,17:00,
Walker Library,2006-10,Thursday,09:00,,,20:00,
Walker Library,2006-10,Friday,09:00,,,17:00,
Walker Library,2006-10,Saturday,09:00,,,17:00,
Walker Library,2006-10,Sunday,17:00,17:00,17:00,17:00,
Local Studies,2007-04,Monday,09:00,,,20:00,
Local Studies,2007-04,Tuesday,09:00,,,20:00,
Local Studies,2007-04,Wednesday,09:00,,,20:00,
Local Studies,2007-04,Thursday,09:00,,,20:00,
Local Studies,2007-04,Friday,09:00,,,17:00,
Local Studies,2007-04,Saturday,09:00,,,17:00,
Local Studies,2007-04,Sunday,,,12:00,16:00,
Tourist Information Centre,2007-04,Monday,09:30,,,17:30,
Tourist Information Centre,2007-04,Tuesday,09:30,,,17:30,
Tourist Information Centre,2007-04,Wednesday,09:30,,,17:30,
Tourist Information Centre,2007-04,Thursday,09:30,,,17:30,
Tourist Information Centre,2007-04,Friday,09:30,,,17:30,
Tourist Information Centre,2007-04,Saturday,09:00,,,17:00,
Tourist Information Centre,2007-04,Sunday,,,,,
City Mobile,2007-04,Monday,,,,,
City Mobile,2007-04,Tuesday,,,,,
City Mobile,2007-04,Wednesday,09:30,,,18:00,
City Mobile,2007-04,Thursday,09:30,,,18:00,
City Mobile,2007-04,Friday,,,,,
City Mobile,2007-04,Saturday,,,,,
City Mobile,2007-04,Sunday,,,,,
Mobile,2007-04,Monday,09:45,,,19:30,See full 2 week timetable for all stops and travel time
Mobile,2007-04,Tuesday,10:00,,,16:30,See full 2 week timetable for all stops and travel time
Mobile,2007-04,Wednesday,,,,,See full 2 week timetable for all stops and travel time
Mobile,2007-04,Thursday,09:45,,,19:30,See full 2 week timetable for all stops and travel time
Mobile,2007-04,Friday,09:45,,,16:30,See full 2 week timetable for all stops and travel time
Mobile,2007-04,Saturday,09:30,,,16:30,See full 2 week timetable for all stops and travel time
Mobile,2007-04,Sunday,,,,,See full 2 week timetable for all stops and travel time
Benwell Library,2007-04,Monday,09:30,12:30,13:30,20:00,
Benwell Library,2007-04,Tuesday,09:30,12:30,13:30,17:00,
Benwell Library,2007-04,Wednesday,,,,,
Benwell Library,2007-04,Thursday,09:30,12:30,13:30,20:00,
Benwell Library,2007-04,Friday,09:30,12:30,13:30,17:00,
Benwell Library,2007-04,Saturday,09:00,13:00,14:15,17:00,
Benwell Library,2007-04,Sunday,,,,,
Blakelaw Library,2007-04,Monday,,,14:00,19:00,
Blakelaw Library,2007-04,Tuesday,09:30,13:00,,,
Blakelaw Library,2007-04,Wednesday,,,,,
Blakelaw Library,2007-04,Thursday,,,14:00,19:00,
Blakelaw Library,2007-04,Friday,,,13:30,17:00,
Blakelaw Library,2007-04,Saturday,10:00,13:00,,,
Blakelaw Library,2007-04,Sunday,,,,,
Cruddas Park Library,2007-04,Monday,09:30,12:00,,,
Cruddas Park Library,2007-04,Tuesday,09:30,12:00,13:00,16:30,
Cruddas Park Library,2007-04,Wednesday,,,,,
Cruddas Park Library,2007-04,Thursday,09:30,12:00,13:00,16:30,
Cruddas Park Library,2007-04,Friday,09:30,12:00,,,
Cruddas Park Library,2007-04,Saturday,09:30,12:30,,,
Cruddas Park Library,2007-04,Sunday,,,,,
Denton Burn Library,2007-04,Monday,09:00,,,20:00,
Denton Burn Library,2007-04,Tuesday,09:00,,,17:00,
Denton Burn Library,2007-04,Wednesday,,,,,
Denton Burn Library,2007-04,Thursday,09:00,,,20:00,
Denton Burn Library,2007-04,Friday,09:00,,,17:00,
Denton Burn Library,2007-04,Saturday,09:00,,,17:00,
Denton Burn Library,2007-04,Sunday,,,,,
Dinnington Library,2007-04,Monday,,,14:00,17:00,
Dinnington Library,2007-04,Tuesday,,,,,
Dinnington Library,2007-04,Wednesday,10:00,13:00,17:00,17:00,
Dinnington Library,2007-04,Thursday,,,,,
Dinnington Library,2007-04,Friday,,,14:00,17:00,
Dinnington Library,2007-04,Saturday,10:00,13:00,,,
Dinnington Library,2007-04,Sunday,,,,,
East End Library,2007-04,Monday,09:00,,,20:00,
East End Library,2007-04,Tuesday,09:00,,,20:00,
East End Library,2007-04,Wednesday,09:00,,,20:00,
East End Library,2007-04,Thursday,09:00,,,20:00,
East End Library,2007-04,Friday,09:00,,,17:00,
East End Library,2007-04,Saturday,09:00,,,17:00,
East End Library,2007-04,Sunday,10:00,14:00,,,
Fawdon Library,2007-04,Monday,,,14:00,19:00,
Fawdon Library,2007-04,Tuesday,10:00,13:00,,,
Fawdon Library,2007-04,Wednesday,,,,,
Fawdon Library,2007-04,Thursday,10:00,13:00,14:00,17:00,
Fawdon Library,2007-04,Friday,10:00,13:00,,,
Fawdon Library,2007-04,Saturday,10:00,13:00,,,
Fawdon Library,2007-04,Sunday,,,,,
Fenham Library,2007-04,Monday,09:00,,,20:00,
Fenham Library,2007-04,Tuesday,09:00,,,20:00,
Fenham Library,2007-04,Wednesday,09:00,,,20:00,
Fenham Library,2007-04,Thursday,09:00,,,20:00,
Fenham Library,2007-04,Friday,09:00,,,17:00,
Fenham Library,2007-04,Saturday,09:00,,,17:00,
Fenham Library,2007-04,Sunday,10:00,14:00,,,
Gosforth Library,2007-04,Monday,09:00,,,20:00,
Gosforth Library,2007-04,Tuesday,09:00,,,20:00,
Gosforth Library,2007-04,Wednesday,09:00,,,20:00,
Gosforth Library,2007-04,Thursday,09:00,,,20:00,
Gosforth Library,2007-04,Friday,09:00,,,17:00,
Gosforth Library,2007-04,Saturday,09:00,,,17:00,
Gosforth Library,2007-04,Sunday,10:00,14:00,,,
High Heaton Library,2007-04,Monday,09:30,12:30,13:30,20:00,
High Heaton Library,2007-04,Tuesday,09:30,12:30,13:30,17:00,
High Heaton Library,2007-04,Wednesday,,,,,
High Heaton Library,2007-04,Thursday,09:30,12:30,13:30,20:00,
High Heaton Library,2007-04,Friday,09:30,12:30,13:30,17:00,
High Heaton Library,2007-04,Saturday,09:00,13:00,14:15,17:00,
High Heaton Library,2007-04,Sunday,,,,,
Jesmond Library,2007-04,Monday,09:00,,,20:00,
Jesmond Library,2007-04,Tuesday,09:00,,,20:00,
Jesmond Library,2007-04,Wednesday,09:00,,,20:00,
Jesmond Library,2007-04,Thursday,09:00,,,20:00,
Jesmond Library,2007-04,Friday,09:00,,,17:00,
Jesmond Library,2007-04,Saturday,09:00,,,17:00,
Jesmond Library,2007-04,Sunday,10:00,14:00,,,
Kenton Library,2007-04,Monday,09:00,,,20:00,
Kenton Library,2007-04,Tuesday,09:00,,,17:00,
Kenton Library,2007-04,Wednesday,09:00,,,17:00,
Kenton Library,2007-04,Thursday,09:00,,,20:00,
Kenton Library,2007-04,Friday,09:00,,,17:00,
Kenton Library,2007-04,Saturday,09:00,,,17:00,
Kenton Library,2007-04,Sunday,,,,,
Moorside Library,2007-04,Monday,,,,,
Moorside Library,2007-04,Tuesday,09:30,12:30,14:00,17:00,
Moorside Library,2007-04,Wednesday,,,,,
Moorside Library,2007-04,Thursday,,,14:00,19:00,
Moorside Library,2007-04,Friday,09:30,12:30,14:00,17:00,
Moorside Library,2007-04,Saturday,09:30,12:30,,,
Moorside Library,2007-04,Sunday,,,,,
Newbiggin Hall Library,2007-04,Monday,09:30,12:30,13:30,20:00,
Newbiggin Hall Library,2007-04,Tuesday,09:30,12:30,13:30,17:00,
Newbiggin Hall Library,2007-04,Wednesday,,,,,
Newbiggin Hall Library,2007-04,Thursday,09:30,12:30,13:30,20:00,
Newbiggin Hall Library,2007-04,Friday,09:30,12:30,13:30,17:00,
Newbiggin Hall Library,2007-04,Saturday,09:00,13:00,14:15,17:00,
Newbiggin Hall Library,2007-04,Sunday,,,,,
Newburn Library,2007-04,Monday,09:30,12:30,13:30,20:00,
Newburn Library,2007-04,Tuesday,09:30,12:30,13:30,17:00,
Newburn Library,2007-04,Wednesday,,,,,
Newburn Library,2007-04,Thursday,09:30,12:30,13:30,20:00,
Newburn Library,2007-04,Friday,09:30,12:30,13:30,17:00,
Newburn Library,2007-04,Saturday,09:00,13:00,14:15,17:00,
Newburn Library,2007-04,Sunday,,,,,
Outer West Library,2007-04,Monday,09:00,,,20:00,
Outer West Library,2007-04,Tuesday,09:00,,,17:00,
Outer West Library,2007-04,Wednesday,09:00,,,17:00,
Outer West Library,2007-04,Thursday,09:00,,,20:00,
Outer West Library,2007-04,Friday,09:00,,,17:00,
Outer West Library,2007-04,Saturday,09:00,,,17:00,
Outer West Library,2007-04,Sunday,10:00,14:00,,,
Walker Library,2007-04,Monday,09:00,,,20:00,
Walker Library,2007-04,Tuesday,09:00,,,17:00,
Walker Library,2007-04,Wednesday,,,,,
Walker Library,2007-04,Thursday,09:00,,,20:00,
Walker Library,2007-04,Friday,09:00,,,17:00,
Walker Library,2007-04,Saturday,09:00,,,17:00,
Walker Library,2007-04,Sunday,,,,,
Local Studies,2007-10,Monday,09:00,,,20:00,
Local Studies,2007-10,Tuesday,09:00,,,20:00,
Local Studies,2007-10,Wednesday,09:00,,,20:00,
Local Studies,2007-10,Thursday,09:00,,,20:00,
Local Studies,2007-10,Friday,09:00,,,17:00,
Local Studies,2007-10,Saturday,09:00,,,17:00,
Local Studies,2007-10,Sunday,,,12:00,16:00,
Tourist Information Centre,2007-10,Monday,09:30,,,17:30,
Tourist Information Centre,2007-10,Tuesday,09:30,,,17:30,
Tourist Information Centre,2007-10,Wednesday,09:30,,,17:30,
Tourist Information Centre,2007-10,Thursday,09:30,,,17:30,
Tourist Information Centre,2007-10,Friday,09:30,,,17:30,
Tourist Information Centre,2007-10,Saturday,09:00,,,17:00,
Tourist Information Centre,2007-10,Sunday,,,,,
City Mobile,2007-10,Monday,,,,,
City Mobile,2007-10,Tuesday,,,,,
City Mobile,2007-10,Wednesday,09:30,,,18:00,
City Mobile,2007-10,Thursday,09:30,,,18:00,
City Mobile,2007-10,Friday,,,,,
City Mobile,2007-10,Saturday,,,,,
City Mobile,2007-10,Sunday,,,,,
Mobile,2007-10,Monday,09:45,,,19:30,See full 2 week timetable for all stops and travel time
Mobile,2007-10,Tuesday,10:00,,,16:30,See full 2 week timetable for all stops and travel time
Mobile,2007-10,Wednesday,,,,,See full 2 week timetable for all stops and travel time
Mobile,2007-10,Thursday,09:45,,,19:30,See full 2 week timetable for all stops and travel time
Mobile,2007-10,Friday,09:45,,,16:30,See full 2 week timetable for all stops and travel time
Mobile,2007-10,Saturday,09:30,,,16:30,See full 2 week timetable for all stops and travel time
Mobile,2007-10,Sunday,,,,,See full 2 week timetable for all stops and travel time
Benwell Library,2007-10,Monday,09:30,12:30,13:30,20:00,
Benwell Library,2007-10,Tuesday,09:30,12:30,13:30,17:00,
Benwell Library,2007-10,Wednesday,,,,,
Benwell Library,2007-10,Thursday,09:30,12:30,13:30,20:00,
Benwell Library,2007-10,Friday,09:30,12:30,13:30,17:00,
Benwell Library,2007-10,Saturday,09:00,13:00,14:15,17:00,
Benwell Library,2007-10,Sunday,,,,,
Blakelaw Library,2007-10,Monday,,,14:00,19:00,
Blakelaw Library,2007-10,Tuesday,09:30,13:00,,,
Blakelaw Library,2007-10,Wednesday,,,,,
Blakelaw Library,2007-10,Thursday,,,14:00,19:00,
Blakelaw Library,2007-10,Friday,,,13:30,17:00,
Blakelaw Library,2007-10,Saturday,10:00,13:00,,,
Blakelaw Library,2007-10,Sunday,,,,,
Cruddas Park Library,2007-10,Monday,09:30,12:00,,,
Cruddas Park Library,2007-10,Tuesday,09:30,12:00,13:00,16:30,
Cruddas Park Library,2007-10,Wednesday,,,,,
Cruddas Park Library,2007-10,Thursday,09:30,12:00,13:00,16:30,
Cruddas Park Library,2007-10,Friday,09:30,12:00,,,
Cruddas Park Library,2007-10,Saturday,09:30,12:30,,,
Cruddas Park Library,2007-10,Sunday,,,,,
Denton Burn Library,2007-10,Monday,09:00,,,20:00,
Denton Burn Library,2007-10,Tuesday,09:00,,,17:00,
Denton Burn Library,2007-10,Wednesday,,,,,
Denton Burn Library,2007-10,Thursday,09:00,,,20:00,
Denton Burn Library,2007-10,Friday,09:00,,,17:00,
Denton Burn Library,2007-10,Saturday,09:00,,,17:00,
Denton Burn Library,2007-10,Sunday,,,,,
Dinnington Library,2007-10,Monday,,,14:00,17:00,
Dinnington Library,2007-10,Tuesday,,,,,
Dinnington Library,2007-10,Wednesday,10:00,13:00,,,
Dinnington Library,2007-10,Thursday,,,,,
Dinnington Library,2007-10,Friday,,,14:00,17:00,
Dinnington Library,2007-10,Saturday,10:00,13:00,,,
Dinnington Library,2007-10,Sunday,,,,,
East End Library,2007-10,Monday,09:00,,,20:00,
East End Library,2007-10,Tuesday,09:00,,,20:00,
East End Library,2007-10,Wednesday,09:00,,,20:00,
East End Library,2007-10,Thursday,09:00,,,20:00,
East End Library,2007-10,Friday,09:00,,,17:00,
East End Library,2007-10,Saturday,09:00,,,17:00,
East End Library,2007-10,Sunday,10:00,14:00,,,
Fawdon Library,2007-10,Monday,,,14:00,19:00,
Fawdon Library,2007-10,Tuesday,10:00,13:00,,,
Fawdon Library,2007-10,Wednesday,,,,,
Fawdon Library,2007-10,Thursday,10:00,13:00,14:00,17:00,
Fawdon Library,2007-10,Friday,10:00,13:00,,,
Fawdon Library,2007-10,Saturday,10:00,13:00,,,
Fawdon Library,2007-10,Sunday,,,,,
Fenham Library,2007-10,Monday,09:00,,,20:00,
Fenham Library,2007-10,Tuesday,09:00,,,20:00,
Fenham Library,2007-10,Wednesday,09:00,,,20:00,
Fenham Library,2007-10,Thursday,09:00,,,20:00,
Fenham Library,2007-10,Friday,09:00,,,17:00,
Fenham Library,2007-10,Saturday,09:00,,,17:00,
Fenham Library,2007-10,Sunday,10:00,14:00,,,
Gosforth Library,2007-10,Monday,09:00,,,20:00,
Gosforth Library,2007-10,Tuesday,09:00,,,20:00,
Gosforth Library,2007-10,Wednesday,09:00,,,20:00,
Gosforth Library,2007-10,Thursday,09:00,,,20:00,
Gosforth Library,2007-10,Friday,09:00,,,17:00,
Gosforth Library,2007-10,Saturday,09:00,,,17:00,
Gosforth Library,2007-10,Sunday,10:00,14:00,,,
High Heaton Library,2007-10,Monday,09:30,12:30,14:00,19:00,
High Heaton Library,2007-10,Tuesday,09:30,12:30,13:30,17:00,
High Heaton Library,2007-10,Wednesday,,,,,
High Heaton Library,2007-10,Thursday,,,,,
High Heaton Library,2007-10,Friday,09:30,12:30,14:00,16:30,
High Heaton Library,2007-10,Saturday,09:30,12:30,14:00,16:30,
High Heaton Library,2007-10,Sunday,,,,,
Jesmond Library,2007-10,Monday,09:00,,,20:00,
Jesmond Library,2007-10,Tuesday,09:00,,,20:00,
Jesmond Library,2007-10,Wednesday,09:00,,,20:00,
Jesmond Library,2007-10,Thursday,09:00,,,20:00,
Jesmond Library,2007-10,Friday,09:00,,,17:00,
Jesmond Library,2007-10,Saturday,09:00,,,17:00,
Jesmond Library,2007-10,Sunday,10:00,14:00,,,
Kenton Library,2007-10,Monday,09:00,,,20:00,
Kenton Library,2007-10,Tuesday,09:00,,,17:00,
Kenton Library,2007-10,Wednesday,09:00,,,17:00,
Kenton Library,2007-10,Thursday,09:00,,,20:00,
Kenton Library,2007-10,Friday,09:00,,,17:00,
Kenton Library,2007-10,Saturday,09:00,,,17:00,
Kenton Library,2007-10,Sunday,,,,,
Moorside Library,2007-10,Monday,,,,,
Moorside Library,2007-10,Tuesday,09:30,12:30,14:00,17:00,
Moorside Library,2007-10,Wednesday,,,,,
Moorside Library,2007-10,Thursday,,,14:00,19:00,
Moorside Library,2007-10,Friday,09:30,12:30,14:00,17:00,
Moorside Library,2007-10,Saturday,09:30,12:30,,,
Moorside Library,2007-10,Sunday,,,,,
Newbiggin Hall Library,2007-10,Monday,09:30,12:30,13:30,20:00,
Newbiggin Hall Library,2007-10,Tuesday,09:30,12:30,13:30,17:00,
Newbiggin Hall Library,2007-10,Wednesday,,,,,
Newbiggin Hall Library,2007-10,Thursday,09:30,12:30,13:30,20:00,
Newbiggin Hall Library,2007-10,Friday,09:30,12:30,13:30,17:00,
Newbiggin Hall Library,2007-10,Saturday,09:00,13:00,14:15,17:00,
Newbiggin Hall Library,2007-10,Sunday,,,,,
Newburn Library,2007-10,Monday,09:30,12:30,13:30,20:00,
Newburn Library,2007-10,Tuesday,09:30,12:30,13:30,17:00,
Newburn Library,2007-10,Wednesday,,,,,
Newburn Library,2007-10,Thursday,09:30,12:30,13:30,20:00,
Newburn Library,2007-10,Friday,09:30,12:30,13:30,17:00,
Newburn Library,2007-10,Saturday,09:00,13:00,14:15,17:00,
Newburn Library,2007-10,Sunday,,,,,
Outer West Library,2007-10,Monday,09:00,,,20:00,
Outer West Library,2007-10,Tuesday,09:00,,,17:00,
Outer West Library,2007-10,Wednesday,09:00,,,17:00,
Outer West Library,2007-10,Thursday,09:00,,,20:00,
Outer West Library,2007-10,Friday,09:00,,,17:00,
Outer West Library,2007-10,Saturday,09:00,,,17:00,
Outer West Library,2007-10,Sunday,10:00,14:00,,,
Walker Library,2007-10,Monday,09:00,,,20:00,
Walker Library,2007-10,Tuesday,09:00,,,17:00,
Walker Library,2007-10,Wednesday,,,,,
Walker Library,2007-10,Thursday,09:00,,,20:00,
Walker Library,2007-10,Friday,09:00,,,17:00,
Walker Library,2007-10,Saturday,09:00,,,17:00,
Walker Library,2007-10,Sunday,,,,,
Local Studies,2007-12,Monday,09:00,,,20:00,
Local Studies,2007-12,Tuesday,09:00,,,20:00,
Local Studies,2007-12,Wednesday,09:00,,,20:00,
Local Studies,2007-12,Thursday,09:00,,,20:00,
Local Studies,2007-12,Friday,09:00,,,17:00,
Local Studies,2007-12,Saturday,09:00,,,17:00,
Local Studies,2007-12,Sunday,,,12:00,16:00,
Tourist Information Centre,2007-12,Monday,09:30,,,17:30,
Tourist Information Centre,2007-12,Tuesday,09:30,,,17:30,
Tourist Information Centre,2007-12,Wednesday,09:30,,,17:30,
Tourist Information Centre,2007-12,Thursday,09:30,,,17:30,
Tourist Information Centre,2007-12,Friday,09:30,,,17:30,
Tourist Information Centre,2007-12,Saturday,09:00,,,17:00,
Tourist Information Centre,2007-12,Sunday,,,,,
City/High Heaton Mobile,2007-12,Monday,09:30,12:30,14:00,19:00,
City/High Heaton Mobile,2007-12,Tuesday,,,,,
City/High Heaton Mobile,2007-12,Wednesday,09:30,,,18:00,
City/High Heaton Mobile,2007-12,Thursday,09:30,,,18:00,
City/High Heaton Mobile,2007-12,Friday,09:30,12:30,14:00,16:30,
City/High Heaton Mobile,2007-12,Saturday,09:30,12:30,14:00,16:30,
City/High Heaton Mobile,2007-12,Sunday,,,,,
Mobile,2007-12,Monday,09:45,,,19:30,See full 2 week timetable for all stops and travel time
Mobile,2007-12,Tuesday,10:00,,,16:30,See full 2 week timetable for all stops and travel time
Mobile,2007-12,Wednesday,,,,,See full 2 week timetable for all stops and travel time
Mobile,2007-12,Thursday,09:45,,,19:30,See full 2 week timetable for all stops and travel time
Mobile,2007-12,Friday,09:45,,,16:30,See full 2 week timetable for all stops and travel time
Mobile,2007-12,Saturday,09:30,,,16:30,See full 2 week timetable for all stops and travel time
Mobile,2007-12,Sunday,,,,,See full 2 week timetable for all stops and travel time
Benwell Library,2007-12,Monday,09:30,12:30,13:30,20:00,
Benwell Library,2007-12,Tuesday,09:30,12:30,13:30,17:00,
Benwell Library,2007-12,Wednesday,,,,,
Benwell Library,2007-12,Thursday,09:30,12:30,13:30,20:00,
Benwell Library,2007-12,Friday,09:30,12:30,13:30,17:00,
Benwell Library,2007-12,Saturday,09:00,13:00,14:15,17:00,
Benwell Library,2007-12,Sunday,,,,,
Blakelaw Library,2007-12,Monday,,,14:00,19:00,
Blakelaw Library,2007-12,Tuesday,09:30,13:00,,,
Blakelaw Library,2007-12,Wednesday,,,,,
Blakelaw Library,2007-12,Thursday,,,14:00,19:00,
Blakelaw Library,2007-12,Friday,,,13:30,17:00,
Blakelaw Library,2007-12,Saturday,10:00,13:00,,,
Blakelaw Library,2007-12,Sunday,,,,,
Cruddas Park Library,2007-12,Monday,09:30,12:00,,,
Cruddas Park Library,2007-12,Tuesday,09:30,12:00,13:00,16:30,
Cruddas Park Library,2007-12,Wednesday,,,,,
Cruddas Park Library,2007-12,Thursday,09:30,12:00,13:00,16:30,
Cruddas Park Library,2007-12,Friday,09:30,12:00,,,
Cruddas Park Library,2007-12,Saturday,09:30,12:30,,,
Cruddas Park Library,2007-12,Sunday,,,,,
Denton Burn Library,2007-12,Monday,09:00,,,20:00,
Denton Burn Library,2007-12,Tuesday,09:00,,,17:00,
Denton Burn Library,2007-12,Wednesday,,,,,
Denton Burn Library,2007-12,Thursday,09:00,,,20:00,
Denton Burn Library,2007-12,Friday,09:00,,,17:00,
Denton Burn Library,2007-12,Saturday,09:00,,,17:00,
Denton Burn Library,2007-12,Sunday,,,,,
Dinnington Library,2007-12,Monday,,,14:00,17:00,
Dinnington Library,2007-12,Tuesday,,,,,
Dinnington Library,2007-12,Wednesday,10:00,13:00,,,
Dinnington Library,2007-12,Thursday,,,,,
Dinnington Library,2007-12,Friday,,,14:00,17:00,
Dinnington Library,2007-12,Saturday,10:00,13:00,,,
Dinnington Library,2007-12,Sunday,,,,,
East End Library,2007-12,Monday,09:00,,,20:00,
East End Library,2007-12,Tuesday,09:00,,,20:00,
East End Library,2007-12,Wednesday,09:00,,,20:00,
East End Library,2007-12,Thursday,09:00,,,20:00,
East End Library,2007-12,Friday,09:00,,,17:00,
East End Library,2007-12,Saturday,09:00,,,17:00,
East End Library,2007-12,Sunday,10:00,14:00,,,
Fawdon Library,2007-12,Monday,,,14:00,19:00,
Fawdon Library,2007-12,Tuesday,10:00,13:00,,,
Fawdon Library,2007-12,Wednesday,,,,,
Fawdon Library,2007-12,Thursday,10:00,13:00,14:00,17:00,
Fawdon Library,2007-12,Friday,10:00,13:00,,,
Fawdon Library,2007-12,Saturday,10:00,13:00,,,
Fawdon Library,2007-12,Sunday,,,,,
Fenham Library,2007-12,Monday,09:00,,,20:00,
Fenham Library,2007-12,Tuesday,09:00,,,20:00,
Fenham Library,2007-12,Wednesday,09:00,,,20:00,
Fenham Library,2007-12,Thursday,09:00,,,20:00,
Fenham Library,2007-12,Friday,09:00,,,17:00,
Fenham Library,2007-12,Saturday,09:00,,,17:00,
Fenham Library,2007-12,Sunday,10:00,14:00,,,
Gosforth Library,2007-12,Monday,08:30,,,20:00,
Gosforth Library,2007-12,Tuesday,08:30,,,20:00,
Gosforth Library,2007-12,Wednesday,08:30,,,20:00,
Gosforth Library,2007-12,Thursday,08:30,,,20:00,
Gosforth Library,2007-12,Friday,08:30,,,17:00,
Gosforth Library,2007-12,Saturday,09:00,,,17:00,
Gosforth Library,2007-12,Sunday,10:00,14:00,,,
Jesmond Library,2007-12,Monday,09:00,,,20:00,
Jesmond Library,2007-12,Tuesday,09:00,,,20:00,
Jesmond Library,2007-12,Wednesday,09:00,,,20:00,
Jesmond Library,2007-12,Thursday,09:00,,,20:00,
Jesmond Library,2007-12,Friday,09:00,,,17:00,
Jesmond Library,2007-12,Saturday,09:00,,,17:00,
Jesmond Library,2007-12,Sunday,10:00,14:00,,,
Kenton Library,2007-12,Monday,09:00,,,20:00,
Kenton Library,2007-12,Tuesday,09:00,,,17:00,
Kenton Library,2007-12,Wednesday,09:00,,,17:00,
Kenton Library,2007-12,Thursday,09:00,,,20:00,
Kenton Library,2007-12,Friday,09:00,,,17:00,
Kenton Library,2007-12,Saturday,09:00,,,17:00,
Kenton Library,2007-12,Sunday,,,,,
Moorside Library,2007-12,Monday,,,,,
Moorside Library,2007-12,Tuesday,09:30,12:30,14:00,17:00,
Moorside Library,2007-12,Wednesday,,,,,
Moorside Library,2007-12,Thursday,,,14:00,19:00,
Moorside Library,2007-12,Friday,09:30,12:30,14:00,17:00,
Moorside Library,2007-12,Saturday,09:30,12:30,,,
Moorside Library,2007-12,Sunday,,,,,
Newbiggin Hall Library,2007-12,Monday,09:30,12:30,13:30,20:00,
Newbiggin Hall Library,2007-12,Tuesday,09:30,12:30,13:30,17:00,
Newbiggin Hall Library,2007-12,Wednesday,,,,,
Newbiggin Hall Library,2007-12,Thursday,09:30,12:30,13:30,20:00,
Newbiggin Hall Library,2007-12,Friday,09:30,12:30,13:30,17:00,
Newbiggin Hall Library,2007-12,Saturday,09:00,13:00,14:15,17:00,
Newbiggin Hall Library,2007-12,Sunday,,,,,
Newburn Library,2007-12,Monday,09:30,12:30,13:30,20:00,
Newburn Library,2007-12,Tuesday,09:30,12:30,13:30,17:00,
Newburn Library,2007-12,Wednesday,,,,,
Newburn Library,2007-12,Thursday,09:30,12:30,13:30,20:00,
Newburn Library,2007-12,Friday,09:30,12:30,13:30,17:00,
Newburn Library,2007-12,Saturday,09:00,13:00,14:15,17:00,
Newburn Library,2007-12,Sunday,,,,,
Outer West Library,2007-12,Monday,09:00,,,20:00,
Outer West Library,2007-12,Tuesday,09:00,,,17:00,
Outer West Library,2007-12,Wednesday,09:00,,,17:00,
Outer West Library,2007-12,Thursday,09:00,,,20:00,
Outer West Library,2007-12,Friday,09:00,,,17:00,
Outer West Library,2007-12,Saturday,09:00,,,17:00,
Outer West Library,2007-12,Sunday,10:00,14:00,,,
Walker Library,2007-12,Monday,09:00,,,20:00,
